CardholderID,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,IsWisabi
BG-004-1081,Chukwuemeka,Okechukwu,F,BG-004,5/1/1988,Data Analyst,Current,1
RS-009-1094,Oluwakemi,Nnamani,F,RS-009,5/5/2002,Student,Savings,1
BG-002-1054,Enugu,Nwafor,M,BG-002,7/4/1998,Welder,Savings,1
AT-004-1138,Blessing,Omolola,M,AT-004,10/1/2001,Electrician,Savings,1
VC-008-1187,Hauwa,Abdulsalam,M,VC-008,11/19/2006,Student,Savings,1
AT-012-1011,Hakeem,Olumide,F,AT-012,11/3/1999,Human Resources Specialist,Savings,1
BG-005-1012,Ifeoma,Okafor,F,BG-005,02/14/2002,Student,Savings,0
AT-014-1049,Oluwatimilehin,Oluwabukola,M,AT-014,10/1/1993,Carpenter,Current,1
BG-005-1038,Adaobi,Ani,F,BG-005,4/5/1997,Lawyer,Current,0
AT-005-1109,Chinyere,Akpan,F,AT-005,10/8/1997,Trader,Current,1
VC-004-1091,Maryam,Yakubu,M,VC-004,08/24/1992,Lawyer,Current,1
BG-008-1025,Obiajulu,Eze,F,BG-008,06/16/1992,Lawyer,Current,1
AN-003-1024,Akubueze,Oladele,M,AN-003,01/29/1995,Engineer,Savings,1
BG-009-1049,Oluchi,Okezie,M,BG-009,04/17/1991,Mechanic,Savings,1
BG-005-1015,Chidinma,Okezie,F,BG-005,09/13/2003,Student,Savings,0
VC-001-1129,Sadiq,Yakubu,F,VC-001,10/3/1982,Health Professional,Savings,1
VC-006-1069,Maryam,Ahmed,M,VC-006,10/20/1987,Mechanic,Current,1
AT-009-1122,Oluwakemi,Okonkwo,F,AT-009,01/15/1985,Software Developer,Savings,1
AT-013-1029,Kehinde,Ademola,M,AT-013,03/28/2008,Student,Savings,1
BG-004-1069,Chibuzo,Agu,M,BG-004,03/15/1993,Marketing Executive,Savings,1
AT-002-1134,Elijah,Okoye,M,AT-002,12/20/1994,Human Resources Specialist,Current,1
VC-006-1136,Sadiya,Yakubu,F,VC-006,12/23/1983,Health Professional,Current,0
VC-007-1082,Maryam,Hassan,F,VC-007,10/24/1979,Engineer,Current,1
VC-001-1076,Abdulsalam,Ali,F,VC-001,04/23/1982,Health Professional,Current,1
AT-014-1177,Chidinma,Onu,M,AT-014,02/25/1987,Construction Worker,Savings,0
BG-006-1097,Chizoba,Eke,M,BG-006,08/23/1994,Trader,Savings,1
AT-015-1039,Ekpereamaka,Gbolahan,F,AT-015,08/17/1998,Student,Savings,1
BG-001-1100,Oluchi,Ibe,M,BG-001,3/2/1992,Software Developer,Current,1
BG-004-1032,Oyinyechi,Okonkwo,F,BG-004,6/7/1998,Software Developer,Current,0
AT-006-1062,Oluwaseun,Nwankwo,F,AT-006,09/23/2003,Trader,Current,1
BG-004-1073,Ngozi,Okonkwo,F,BG-004,05/26/1983,Marketing Executive,Current,1
VC-010-1055,Abdulsalam,Abdullahi,F,VC-010,7/1/1996,Health Professional,Current,1
RS-010-1029,Victor,Okoroafor,M,RS-010,09/27/2001,Student,Savings,0
AT-010-1155,Chinyere,Oluwakemi,M,AT-010,10/15/2002,Student,Savings,1
AT-001-1122,David,Nnamdi,M,AT-001,08/24/1983,Factory Worker,Savings,0
BG-005-1049,Adaeze,Ezeudu,F,BG-005,09/29/1991,Trader,Savings,1
VC-004-1160,Sadiq,Shehu,M,VC-004,09/18/2003,Trader,Savings,1
BG-008-1030,Chisom,Uzoh,M,BG-008,11/5/1987,Marketing Executive,Current,1
BG-008-1084,Oluchi,Obasi,F,BG-008,11/25/1996,Manager,Savings,1
BG-008-1020,Chiagozie,Nwadiogbu,M,BG-008,3/1/2000,Marketing Executive,Savings,1
VC-008-1141,Nasiru,Abdulrahman,M,VC-008,8/6/1987,Accountant,Savings,1
RS-006-1080,Collins,Obioma,F,RS-006,9/3/2002,Accountant,Savings,1
RS-007-1045,Tari,Nwadike,F,RS-007,11/23/2000,Student,Savings,1
AT-009-1146,Babajide,Adewale,F,AT-009,03/19/1979,Data Analyst,Current,1
AT-003-1017,Babatunde,Ogunleye,F,AT-003,02/17/1995,Software Developer,Savings,1
AT-007-1148,Bolaji,Okafor,M,AT-007,04/17/1994,Truck Driver,Current,0
RS-003-1015,Precious,Chukwuemeka,F,RS-003,05/21/1981,Health Professional,Current,1
AT-014-1106,Anthony,Abimbola,M,AT-014,08/13/1979,Carpenter,Current,1
BG-006-1066,Onyinye,Azubuike,F,BG-006,01/23/1996,Manager,Current,1
AT-009-1005,Charity,Nnaji,F,AT-009,12/12/2002,Data Analyst,Savings,0
AT-015-1053,Efosa,Onyeka,M,AT-015,12/13/1985,Welder,Savings,0
AT-010-1191,Edith,Omolabake,M,AT-010,09/29/2002,Factory Worker,Savings,1
AT-007-1170,Chukwuka,Ogundele,M,AT-007,07/27/2001,Data Analyst,Savings,1
RS-010-1045,Stanley,Akobo,M,RS-010,2/3/1990,Construction Worker,Savings,1
VC-002-1116,Khadija,Farouk,F,VC-002,07/14/1996,Health Professional,Current,1
AT-012-1119,Damilola,Ilelaboye,M,AT-012,07/16/2003,Student,Savings,1
AT-007-1208,Camillus,Okorie,M,AT-007,1/4/1986,Factory Worker,Current,1
RS-003-1066,Okechukwu,Eze,F,RS-003,06/26/1983,Data Analyst,Current,1
AT-013-1189,Chinelo,Onwuka,M,AT-013,05/28/1989,Manager,Savings,1
AN-001-1007,Fatima,Ismaila,F,AN-001,7/8/1985,Engineer,Current,0
AN-001-1011,Halima,Fatima,F,AN-001,07/24/2002,Engineer,Current,1
VC-005-1059,Umaru,Ahmed,F,VC-005,9/12/2002,Trader,Current,1
AN-001-1038,Adebayo,Okafor,F,AN-001,9/1/1988,Health Professional,Savings,0
RS-006-1048,Patricia,Okoli,F,RS-006,3/6/1989,Human Resources Specialist,Current,1
AT-004-1156,Aladejobi,Oluwabusayo,F,AT-004,02/28/1991,Engineer,Current,1
VC-009-1040,Abdulkadir,Abubakar,F,VC-009,03/27/1992,Marketing Executive,Savings,0
VC-006-1070,Firdausi,Yakubu,M,VC-006,1/4/1988,Construction Worker,Current,0
BG-008-1087,Nkechi,Okoro,F,BG-008,4/10/1998,Engineer,Savings,1
AN-004-1039,Chinyere,Daramola,F,AN-004,02/28/1997,Lawyer,Savings,1
AT-001-1281,Oluwaseyi,Opeyemi,M,AT-001,11/10/1985,Human Resources Specialist,Savings,1
BG-003-1023,Ogochukwu,Onuoha,F,BG-003,08/14/1985,Health Professional,Current,0
AN-002-1020,Garba,Ismaila,M,AN-002,12/17/1989,Welder,Savings,1
BG-008-1005,Amarachi,Okeke,F,BG-008,4/2/1991,Health Professional,Current,1
VC-009-1016,Bello,Mohammed,F,VC-009,07/24/1996,Accountant,Current,1
AT-003-1240,Daniella,Oluwabukola,F,AT-003,6/5/2001,Student,Savings,0
VC-006-1037,Lawal,Abubakar,F,VC-006,10/10/1994,Lawyer,Current,0
AT-015-1059,Jideofor,Nwosu,F,AT-015,10/26/2000,Student,Savings,0
VC-010-1025,Hafsatu,Aliyu,F,VC-010,12/1/1988,Trader,Savings,1
VC-004-1042,Abdulaziz,Abubakar,M,VC-004,4/8/2001,Trader,Current,1
AT-003-1080,Busayo,Adebanjo,F,AT-003,10/1/1988,Manager,Savings,1
VC-007-1025,Abdullahi,Bello,F,VC-007,10/19/1978,Trader,Savings,1
AT-007-1245,Cornelius,Adekunle,M,AT-007,10/14/1999,Student,Savings,1
AT-007-1203,Daniella,Okpara,M,AT-007,10/11/2000,Student,Savings,1
VC-008-1024,Khadija,Sani,M,VC-008,01/31/1989,Engineer,Current,1
AT-010-1277,Nifemi,Ademola,F,AT-010,05/19/2002,Trader,Savings,1
RS-007-1099,Dickson,Amadi,F,RS-007,05/23/1990,Software Developer,Savings,1
RS-008-1029,Eze,Briggs,F,RS-008,8/10/1985,Manager,Current,1
AT-014-1254,Edidiong,Ekpoh,M,AT-014,08/20/1991,Truck Driver,Current,1
AN-004-1001,Chiamaka,Nkwor,F,AN-004,05/26/1991,Marketing Executive,Current,0
BG-009-1048,Okechukwu,Uzochukwu,F,BG-009,11/6/1986,Human Resources Specialist,Current,1
VC-001-1001,Ibrahim,Suleiman,F,VC-001,2/10/1985,Marketing Executive,Current,0
AT-013-1155,Ngozi,Adeyemi,F,AT-013,12/4/1985,Trader,Savings,1
RS-006-1042,Kelechi,Adeolu,F,RS-006,04/15/1994,Trader,Savings,1
BG-003-1010,Ikemefuna,Orji,M,BG-003,12/1/1986,Lawyer,Savings,1
VC-007-1033,Garba,Bala,F,VC-007,10/2/2003,Accountant,Current,0
VC-007-1206,Abdullahi,Mustapha,M,VC-007,7/10/2002,Trader,Savings,1
AN-002-1036,Chinyere,Adenuga,F,AN-002,7/8/1979,Health Professional,Savings,1
AT-005-1221,Akindele,Nkechi,F,AT-005,04/28/2000,Student,Savings,1
VC-007-1102,Salisu,Aliyu,M,VC-007,07/26/1996,Truck Driver,Savings,0
AT-014-1127,Ifeoluwa,Akinwale,F,AT-014,3/9/1989,Trader,Savings,1
AT-002-1103,Alaba,Nwosu,M,AT-002,4/11/1996,Software Developer,Current,0
VC-006-1147,Abubakar,Ismaila,M,VC-006,07/31/1994,Electrician,Savings,1
AT-015-1216,Babajide,Okpara,F,AT-015,12/13/1978,Accountant,Savings,1
AT-008-1202,Charles,Aluko,M,AT-008,6/12/1994,Construction Worker,Savings,1
AT-010-1256,Olajide,Adeyemi,M,AT-010,11/14/1990,Data Analyst,Savings,1
RS-007-1057,Kelechi,Briggs,F,RS-007,08/30/1999,Trader,Savings,1
VC-003-1009,Sani,Abdullahi,F,VC-003,5/1/1990,Human Resources Specialist,Savings,1
BG-003-1055,Ogochukwu,Eke,F,BG-003,5/8/1994,Accountant,Savings,1
AT-001-1178,Oyindamola,Ngozi,M,AT-001,12/24/1988,Electrician,Current,1
AT-005-1128,Beatrice,Onwuka,M,AT-005,12/30/2000,Health Professional,Current,1
BG-004-1065,Oluoma,Eke,M,BG-004,06/24/1997,Data Analyst,Current,1
RS-001-1020,Chiagozie,Nwadike,F,RS-001,12/11/1987,Accountant,Savings,1
VC-003-1022,Rukayya,Bala,M,VC-003,06/15/1999,Plumber,Savings,1
AT-009-1051,Pamela,Adegoke,M,AT-009,4/6/1983,Mechanic,Current,1
AT-015-1118,Oluwafemi,Okpara,M,AT-015,06/22/1986,Human Resources Specialist,Current,1
BG-006-1029,Chiamaka,Okezie,F,BG-006,09/20/1998,Data Analyst,Savings,0
RS-007-1108,Collins,Onwuka,M,RS-007,10/30/1986,Lawyer,Savings,1
VC-009-1143,Tijjani,Mustapha,F,VC-009,08/16/1999,Trader,Current,0
AN-002-1008,Adewale,Adeyemi,M,AN-002,10/19/1994,Accountant,Current,1
RS-008-1048,Ikenna,Akobo,F,RS-008,03/26/1991,Health Professional,Savings,1
AT-012-1173,Nneoma,Adeleke,M,AT-012,04/27/2000,Mechanic,Current,1
RS-003-1025,Joshua,Green,M,RS-003,7/12/1984,Health Professional,Savings,1
VC-003-1148,Ismaila,Firdausi,M,VC-003,10/25/1989,Engineer,Current,1
AT-002-1073,Confidence,Afolayan,F,AT-002,03/20/1990,Engineer,Current,0
VC-005-1118,Sani,Farouq,M,VC-005,8/9/1988,Truck Driver,Current,1
AN-004-1018,Danjuma,Tijjani,M,AN-004,03/27/1993,Truck Driver,Current,1
RS-002-1021,Emeka,Nwadike,F,RS-002,08/25/1990,Software Developer,Savings,1
VC-004-1108,Sadiya,Aliyu,M,VC-004,6/8/1987,Health Professional,Savings,1
AT-001-1081,Olufemi,Oladejo,M,AT-001,01/30/1988,Engineer,Savings,0
AT-006-1252,Nkechi,Oluwatoyin,F,AT-006,03/31/1983,Manager,Current,1
AT-014-1274,Comfort,Makinde,M,AT-014,07/20/1994,Farmer,Current,1
RS-010-1026,Ifeoma,Nwachukwu,F,RS-010,12/1/1999,Trader,Current,1
AT-012-1029,Bolanle,Adetayo,F,AT-012,07/30/2000,Data Analyst,Savings,1
AT-015-1236,Ayo,Eze,F,AT-015,6/5/1996,Lawyer,Current,0
BG-008-1060,Chinelo,Ekwueme,M,BG-008,09/28/1997,Factory Worker,Savings,0
RS-009-1075,Amarachi,Wike,F,RS-009,12/8/1990,Health Professional,Current,1
RS-008-1088,Juliet,Briggs,M,RS-008,5/10/2000,Student,Savings,1
AT-005-1014,Adeleye,Adeyemo,F,AT-005,12/1/2001,Lawyer,Current,0
RS-007-1016,Austin,Onwuka,M,RS-007,01/13/2003,Lawyer,Savings,1
VC-006-1049,Rakiya,Ahmad,M,VC-006,12/1/1994,Truck Driver,Current,1
VC-008-1095,Aliyu,Danjuma,M,VC-008,06/30/1980,Health Professional,Current,1
BG-007-1085,Ifeoma,Ibe,M,BG-007,3/4/1980,Accountant,Current,1
AT-010-1029,Adeola,Okonkwo,F,AT-010,3/2/2004,Student,Savings,1
BG-001-1045,Nnamdi,Mbadiwe,F,BG-001,10/28/1985,Software Developer,Current,1
VC-006-1081,Garba,Yusuf,F,VC-006,10/8/1987,Human Resources Specialist,Current,0
VC-004-1167,Rukayya,Abdulkadir,M,VC-004,01/24/1990,Human Resources Specialist,Savings,1
AT-014-1025,Chikodi,Okafor,M,AT-014,12/5/1989,Truck Driver,Current,1
AT-008-1283,Akpan,Okpara,M,AT-008,09/24/2002,Student,Savings,1
AT-002-1179,Zainab,Abimbola,F,AT-002,1/9/1990,Manager,Savings,0
BG-006-1051,Nnamdi,Okeke,F,BG-006,03/28/2003,Engineer,Current,0
BG-009-1018,Ngozi,Okafor,F,BG-009,12/12/2001,Student,Savings,1
BG-009-1021,Nkemjika,Okafor,M,BG-009,02/28/1993,Software Developer,Savings,1
BG-004-1056,Ifeanyi,Orji,M,BG-004,06/18/1985,Truck Driver,Savings,1
AT-013-1225,Cyril,Nnamdi,M,AT-013,5/3/2003,Student,Savings,1
VC-001-1012,Aliyu,Sani,M,VC-001,06/13/2002,Trader,Current,1
VC-008-1154,Abdulrahman,Bashir,M,VC-008,4/10/1987,Electrician,Savings,1
AT-012-1076,Hakeem,Ude,M,AT-012,1/1/2003,Student,Savings,0
AT-013-1070,Dinah,Okon,M,AT-013,08/26/1994,Welder,Savings,1
VC-008-1132,Zara,Lawal,M,VC-008,10/25/1993,Factory Worker,Current,0
AT-012-1254,Adeniyi,Ademola,F,AT-012,08/30/1979,Marketing Executive,Savings,1
AT-010-1165,Chinyere,Egbeyemi,F,AT-010,10/25/1999,Health Professional,Current,1
VC-010-1171,Abdulkadir,Mustapha,F,VC-010,10/21/2003,Trader,Savings,1
BG-003-1003,Ifeanyi,Okechukwu,M,BG-003,12/22/1984,Construction Worker,Current,1
AT-009-1281,Oluwakemi,Abimbola,F,AT-009,01/15/1992,Health Professional,Current,0
VC-003-1106,Nafisat,Hassan,F,VC-003,4/2/1996,Lawyer,Savings,1
AT-003-1004,Chidiebere,Okonkwo,M,AT-003,5/1/2000,Carpenter,Savings,1
AT-013-1242,Babatunde,Okoye,M,AT-013,2/4/2000,Factory Worker,Current,1
AT-009-1048,Omolara,Adekunle,F,AT-009,12/23/1987,Engineer,Savings,1
BG-003-1057,Chukwudi,Nnamdi,F,BG-003,08/31/2001,Data Analyst,Savings,1
VC-005-1093,Abdullahi,Farouk,F,VC-005,10/17/1984,Lawyer,Savings,0
BG-003-1058,Tobechukwu,Ezeudu,F,BG-003,10/29/1987,Engineer,Current,1
BG-008-1078,Obioma,Okereke,F,BG-008,10/23/1998,Accountant,Savings,0
BG-009-1011,Onyekachi,Orji,M,BG-009,01/16/1994,Welder,Current,1
AT-003-1119,Babatunde,Nkechi,F,AT-003,6/6/1986,Data Analyst,Current,0
VC-005-1072,Sadiq,Sani,F,VC-005,12/18/1985,Health Professional,Current,1
VC-008-1171,Sani,Zainab,F,VC-008,05/14/2000,Engineer,Savings,1
RS-001-1055,Emmanuel,Nwachukwu,F,RS-001,2/11/2001,Student,Savings,0
RS-004-1015,Precious,Chukwu,F,RS-004,03/28/1998,Human Resources Specialist,Savings,1
RS-010-1124,Linda,Brown,F,RS-010,10/2/1993,Manager,Current,1
BG-007-1048,Adaobi,Okafor,F,BG-007,09/19/2003,Manager,Savings,1
VC-010-1180,Umar,Ismaila,M,VC-010,07/13/1989,Farmer,Savings,1
AT-014-1189,Oyindamola,Okeke,F,AT-014,07/19/1996,Data Analyst,Current,1
RS-010-1110,Chisom,Onwuka,F,RS-010,03/27/2000,Student,Savings,0
VC-005-1078,Zainab,Adamu,M,VC-005,6/2/2000,Student,Savings,1
VC-006-1203,Bello,Halima,F,VC-006,09/13/1981,Marketing Executive,Savings,1
AN-003-1021,Angela,Onu,F,AN-003,11/29/2002,Engineer,Savings,1
BG-002-1044,Adaeze,Nwachukwu,M,BG-002,06/13/1981,Manager,Savings,0
AN-003-1004,Chukwuma,Ibe,M,AN-003,03/15/1996,Electrician,Current,1
AT-013-1131,Edith,Onyeka,M,AT-013,09/28/2009,Student,Savings,1
AT-012-1059,Alfred,Oluwatosin,F,AT-012,02/22/1996,Lawyer,Current,1
AT-015-1120,Ada,Nwosu,M,AT-015,01/26/1979,Carpenter,Savings,1
AT-015-1046,Aminat,Eze,F,AT-015,10/4/1986,Lawyer,Current,1
RS-006-1099,Onyeka,Obi,F,RS-006,12/22/1994,Marketing Executive,Current,1
VC-006-1225,Ismaila,Danladi,M,VC-006,9/10/2001,Lawyer,Savings,1
BG-009-1063,Ifunanya,Ani,M,BG-009,07/29/1998,Accountant,Savings,1
BG-007-1084,Ugochukwu,Ndukwe,M,BG-007,04/19/1997,Engineer,Savings,1
RS-002-1072,Chioma,Wike,F,RS-002,9/11/1994,Health Professional,Current,1
BG-005-1050,Ifeoma,Agu,M,BG-005,12/23/1981,Human Resources Specialist,Current,0
BG-001-1017,Ikenna,Ezeani,M,BG-001,1/3/1996,Electrician,Current,1
AN-002-1046,Iretiola,Doyin,M,AN-002,2/4/1987,Truck Driver,Savings,0
RS-006-1041,Benjamin,Brown,M,RS-006,07/24/2002,Data Analyst,Savings,1
RS-009-1072,Temitope,Okon,M,RS-009,09/14/2001,Student,Savings,1
AT-005-1002,Agboola,Oladipo,M,AT-005,6/11/1992,Health Professional,Current,1
BG-007-1096,Chidimma,Onyejekwe,F,BG-007,1/10/2002,Lawyer,Current,1
BG-006-1014,Ifeoma,Onwuka,F,BG-006,05/29/1990,Lawyer,Current,1
BG-006-1050,Onyinye,Okoye,F,BG-006,02/22/1999,Manager,Current,1
AN-001-1034,Xaviera,Adetokunbo,F,AN-001,1/3/1992,Trader,Current,1
BG-008-1037,Ijeoma,Nwadike,M,BG-008,11/13/1980,Plumber,Current,1
AN-004-1019,Ruqayya,Nura,M,AN-004,2/6/1979,Lawyer,Savings,1
VC-003-1108,Ahmed,Hassan,M,VC-003,12/13/1987,Lawyer,Savings,1
BG-003-1026,Chikaodili,Udeh,F,BG-003,5/9/1991,Trader,Current,1
AT-001-1046,Oluwadamilare,Oluwamayowa,F,AT-001,03/20/1979,Farmer,Savings,1
AT-015-1193,Jesutofunmi,Adekunle,M,AT-015,6/4/2002,Manager,Savings,1
RS-001-1021,Adaobi,Brown,F,RS-001,09/16/2002,Student,Savings,1
AT-012-1110,Chukwuma,Okafor,M,AT-012,02/18/1991,Data Analyst,Current,1
VC-001-1145,Musa,Maryam,M,VC-001,06/29/1978,Engineer,Savings,1
RS-002-1040,Victor,Akpobari,F,RS-002,09/30/2003,Accountant,Savings,1
BG-003-1088,Oyinyechi,Obi,F,BG-003,06/30/2000,Student,Savings,0
AT-013-1064,Olubunmi,Nwosu,F,AT-013,01/13/1997,Manager,Savings,1
AT-001-1043,Chinenye,Adeyemo,F,AT-001,3/4/1980,Manager,Current,1
RS-003-1008,Chioma,Pepple,F,RS-003,9/11/1995,Lawyer,Current,1
BG-007-1088,Adaobi,Akabueze,M,BG-007,03/31/1993,Health Professional,Current,1
BG-003-1018,Chukwuebuka,Ojukwu,M,BG-003,05/26/1993,Construction Worker,Savings,1
AT-002-1077,Chinedu,Eze,F,AT-002,10/16/2000,Manager,Current,0
AN-002-1033,Constance,Nnamdi,F,AN-002,1/10/2001,Student,Savings,0
AT-015-1043,Folasade,Akintoye,F,AT-015,5/1/1984,Manager,Current,1
AT-013-1218,Deborah,Adegoke,F,AT-013,03/29/2000,Lawyer,Savings,1
BG-002-1046,Okechukwu,Onyia,F,BG-002,07/24/1998,Trader,Savings,1
RS-003-1045,Emeka,Okoroafor,F,RS-003,10/18/1982,Engineer,Savings,1
AN-005-1033,Olasupo,Emeka,M,AN-005,10/5/2001,Student,Savings,1
AT-002-1169,Adebowale,Adeolu,M,AT-002,05/16/1999,Engineer,Savings,0
RS-005-1064,Chinyere,Amadi,F,RS-005,09/18/1981,Manager,Current,0
VC-009-1026,Halima,Mohammed,M,VC-009,11/14/1994,Truck Driver,Current,1
AT-015-1270,Chuka,Ogundele,F,AT-015,8/4/1990,Trader,Current,1
AT-010-1264,Boluwatife,Nnaji,M,AT-010,08/18/1995,Construction Worker,Savings,1
RS-003-1017,Emmanuel,Green,M,RS-003,05/23/2001,Student,Savings,1
AT-012-1141,Oluwatosin,Ugochukwu,F,AT-012,2/4/2009,Student,Savings,0
AT-007-1045,Chidiebube,Adeyemi,F,AT-007,4/12/1984,Marketing Executive,Current,1
AT-015-1205,Adewale,Adeleke,M,AT-015,11/13/1983,Manager,Savings,1
VC-005-1036,Firdausi,Umar,F,VC-005,3/2/2000,Trader,Current,1
RS-008-1019,Ugochukwu,Okoli,M,RS-008,10/9/1995,Manager,Current,0
BG-002-1069,Chioma,Okezie,M,BG-002,07/25/1990,Software Developer,Savings,1
VC-008-1049,Zara,Yusuf,F,VC-008,10/21/1996,Accountant,Current,0
RS-007-1055,Michael,Akobo,M,RS-007,09/17/2002,Student,Savings,0
BG-009-1073,Chisom,Okafor,F,BG-009,5/4/2003,Engineer,Current,1
AN-002-1042,Olumide,Nkele,F,AN-002,10/5/1996,Health Professional,Current,1
AT-006-1111,Oluwaseyi,Ojo,F,AT-006,04/29/2004,Student,Savings,1
AN-005-1025,Rabi,Ruqayya,M,AN-005,6/6/2003,Student,Savings,1
VC-008-1001,Hauwa,Ibrahim,M,VC-008,5/10/1981,Welder,Current,1
RS-002-1050,Happiness,Okocha,M,RS-002,01/22/1985,Carpenter,Savings,0
VC-002-1219,Fatima,Halima,F,VC-002,11/15/1986,Marketing Executive,Savings,1
RS-003-1110,Amarachi,Okafor,M,RS-003,07/17/1992,Accountant,Current,1
RS-010-1037,Chidera,Briggs,M,RS-010,11/11/1991,Carpenter,Current,1
AT-010-1195,Chiwendu,Eze,M,AT-010,07/21/1997,Software Developer,Current,1
AT-014-1233,Dayo,Oluwadare,F,AT-014,12/18/1986,Data Analyst,Current,1
VC-010-1042,Fadila,Suleiman,M,VC-010,8/2/1985,Farmer,Savings,0
VC-002-1057,Salisu,Umar,F,VC-002,12/17/2001,Trader,Savings,1
RS-007-1020,Patricia,Ibezim,M,RS-007,10/5/1983,Health Professional,Savings,1
VC-002-1111,Bello,Garba,M,VC-002,12/21/1986,Manager,Savings,1
VC-006-1052,Salma,Lawal,F,VC-006,05/25/2002,Human Resources Specialist,Current,1
VC-004-1096,Shehu,Danjuma,F,VC-004,01/31/1989,Accountant,Savings,1
AT-004-1323,Oluwagbemiga,Amadi,F,AT-004,10/30/1985,Marketing Executive,Savings,1
RS-003-1103,Clinton,Obi,M,RS-003,4/11/1985,Trader,Current,1
AT-014-1267,Cynthia,Nwankwo,F,AT-014,6/7/1982,Software Developer,Savings,1
RS-006-1056,Oladapo,Akpobari,M,RS-006,04/22/2000,Carpenter,Savings,1
BG-008-1089,Obianuju,Ndukwe,F,BG-008,3/3/1982,Lawyer,Savings,1
AT-002-1122,Bala,Okonkwo,M,AT-002,01/17/1993,Engineer,Savings,0
BG-009-1071,Emeka,Orji,F,BG-009,11/25/1992,Data Analyst,Current,1
RS-005-1099,Nneka,Obi,F,RS-005,11/22/1990,Lawyer,Savings,1
VC-005-1137,Mustapha,Umaru,M,VC-005,10/31/1991,Trader,Current,1
AT-013-1166,Edwin,Balogun,F,AT-013,06/28/2003,Data Analyst,Current,1
AT-003-1060,Rukayat,Agboola,F,AT-003,2/2/1997,Human Resources Specialist,Current,1
VC-008-1086,Bashir,Bello,M,VC-008,12/28/1978,Accountant,Current,1
VC-004-1076,Sadiya,Hassan,M,VC-004,04/27/1999,Trader,Current,1
BG-007-1015,Chidinma,Udeh,F,BG-007,3/1/1987,Marketing Executive,Savings,1
AT-013-1060,Opeyemi,Udom,M,AT-013,01/25/1994,Welder,Current,1
AT-012-1218,Oyindamola,Kehinde,F,AT-012,08/13/1991,Manager,Current,0
BG-005-1064,Amaka,Okereke,F,BG-005,05/17/1986,Data Analyst,Current,1
BG-009-1061,Chidiebere,Nwachukwu,M,BG-009,07/15/1987,Mechanic,Savings,1
AN-005-1032,Oluwakemi,Ige,F,AN-005,01/15/2003,Student,Savings,1
AT-010-1157,Deborah,Oluwakemi,F,AT-010,8/4/1984,Engineer,Savings,1
BG-008-1013,Chinonso,Iwu,M,BG-008,8/7/1993,Lawyer,Savings,1
AN-001-1016,Habiba,Lawal,F,AN-001,3/10/1991,Marketing Executive,Savings,1
AT-005-1044,Boluwatife,Adebayo,F,AT-005,11/12/1986,Data Analyst,Savings,1
AT-009-1080,Nike,Oluwalonimi,M,AT-009,8/10/1991,Marketing Executive,Current,1
AT-015-1148,Nkechi,Sanyaolu,M,AT-015,7/4/1995,Welder,Current,1
AT-013-1105,Adebayo,Gbenga,M,AT-013,3/1/1999,Student,Savings,1
AT-007-1218,Oluwatobiloba,Oladipo,F,AT-007,10/23/2002,Manager,Savings,1
RS-002-1052,Chisom,Brown,M,RS-002,9/2/2000,Student,Savings,1
RS-002-1102,Chioma,Obinna,F,RS-002,08/20/1999,Software Developer,Savings,0
VC-006-1036,Zara,Umar,F,VC-006,9/8/1992,Health Professional,Savings,1
AT-001-1274,Adebowale,Adebiyi,F,AT-001,8/9/2003,Data Analyst,Current,1
VC-004-1044,Abubakar,Mohammed,F,VC-004,05/29/1990,Trader,Current,1
VC-009-1045,Sani,Aliyu,F,VC-009,6/1/1989,Accountant,Current,1
AN-004-1033,Chinelo,Akinsanya,M,AN-004,9/10/2001,Lawyer,Current,1
BG-005-1070,Amaka,Onyema,F,BG-005,09/22/1991,Software Developer,Current,1
VC-002-1027,Garba,Sani,F,VC-002,7/1/1992,Human Resources Specialist,Current,1
AT-014-1003,Angela,Igwe,F,AT-014,09/28/1996,Marketing Executive,Savings,1
AN-002-1022,Shehu,Abdulaziz,M,AN-002,01/13/2003,Student,Savings,1
AN-001-1001,Chidiebere,Okeke,M,AN-001,11/20/2002,Factory Worker,Savings,1
BG-004-1019,Ebuka,Madu,M,BG-004,1/4/1987,Trader,Current,1
AT-010-1145,Nkem,Nwosu,M,AT-010,12/17/2003,Student,Savings,1
VC-004-1221,Sadiq,Halima,F,VC-004,10/11/1997,Health Professional,Savings,1
AT-013-1168,Morounranti,Oladele,F,AT-013,04/25/1980,Marketing Executive,Current,1
AT-001-1217,Zainab,Nnamdi,M,AT-001,09/23/1990,Electrician,Current,1
AN-002-1031,Zara,Danjuma,M,AN-002,11/23/1999,Welder,Savings,1
AN-005-1019,Abdulsalam,Abdulaziz,M,AN-005,08/20/2003,Human Resources Specialist,Current,1
VC-005-1194,Fati,Rukayat,F,VC-005,03/30/1995,Lawyer,Savings,0
BG-003-1096,Nwamaka,Nwachukwu,M,BG-003,12/2/1986,Carpenter,Savings,1
VC-006-1018,Yusuf,Umar,F,VC-006,11/7/1992,Trader,Savings,1
BG-009-1013,Ifeanyi,Mbadiwe,M,BG-009,12/28/1994,Construction Worker,Current,1
VC-009-1056,Amina,Ahmed,M,VC-009,12/1/2001,Trader,Savings,1
